Species,Text,Page_id,Volume,Year,Source,Source_ID,Institution,Language,Rights,Copyright
Phyllostomus discolor,"Social behavior during foraging also differed for large and small bats. Large bats appeared to arrive in groups to feed. Groups of two to six bats were often seen flying in a linear formation over the flowers. Vocalizations were commonly heard as these groups flew by. While it was impossible to count all bats feeding in an area at any given time, we estimated that groups consisted of from two to 12 individuals. In contrast, small bats appeared to forage alone.",16119324,,,Internet Archive,selectedreadings00jone,"Harvard University, Museum of Comparative Zoology, Ernst Mayr Library",English,https://biodiversitylibrary.org/permissions,In copyright. Digitized with the permission of the rights holder.
Phyllostomus discolor,"The pattern of visitation to flowers in restricted sectors of the Bauhinia patch supports the hypothesis that large bats feed in groups. The pulsed nature of visits was striking . After a period of active flower visitation in one section, very few or no visits were likely for up to 55 min (average interval between peak visitation periods 21.6 min, N 43). The average period of active visitation was 10.9 min (N 49), consisting of an average of 14.4 visits. An average of 8.2 periods (range 7-9) of active visitation were observed in each of the six sections observed for 3 hr on November 5. These patterns are summarized in Table 4. The distribution of",16119324,,,Internet Archive,selectedreadings00jone,"Harvard University, Museum of Comparative Zoology, Ernst Mayr Library",English,https://biodiversitylibrary.org/permissions,In copyright. Digitized with the permission of the rights holder.
Phyllostomus discolor,"Finally, analyses of pollen loads suggested another difference in visitation patterns. Glossophaga soricina (a small bat) carried Bauhinia pauletia pollen only in mixed pollen loads with Crescentia pollen. Small bats carried either pure or mixed Crescentia pollen. Phyllostomus discolor (a large bat) had pure B. pauletia pollen loads on 55 (10) of the bats tested, and on only 41 (7) were very small amounts ( 5 of all pollen) of Crescentia pollen found.",16119324,,,Internet Archive,selectedreadings00jone,"Harvard University, Museum of Comparative Zoology, Ernst Mayr Library",English,https://biodiversitylibrary.org/permissions,In copyright. Digitized with the permission of the rights holder.
Phyllostomus discolor,"CARTER AND DOLAN CATALOGUE OF TYPE SPECIMENS 133 Appendix 5-List of specimens used for comparative purposes and referred to in text by catalogue number and museum prefix TCWC (Texas Cooperative Wildlife Collection, Department of Wildlife and Fisheries Sciences, Texas A M University). Specimens are listed in numerical order. 7303 a 9831 9 9932 S 10734 9 11169 9 11702 a 11705 9 11717 a 11718 a 11725 a 11744 9 11866 9 11883 a 11886 9 11900 9 12036 9 12068 9 12090 9 12172 a 12281 9 12282 a 12319 9 12327 9 12334 9 12338 a 12481 a 12576 a 12585 a 12682 a 12702 a 12703 9 12710 a 12713 9 12715 a 12727 a 12737 a 12838 a 14553 a 16412 a 16424 a 16460 9 16501 a Hylonycteris underwoodi Lichonycteris obscura Carollia castanea Phyllostomus discolor Choeroniscus godmani Tonatia silvicola Tonatia silvicola Phyllostomus discolor Phyllostomus discolor Phyllostomus discolor Phyllostomus discolor Glossophaga soricina Anoura caudifer Anoura caudifer Lionycteris spurrelli Carollia perspicillata Carollia brevicauda Carollia brevicauda Vampyrops dorsalis Artibeus glaucus Artibeus jamaicensis Artibeus lituratus Artibeus planirostris Artibeus planirostris Artibeus cinereus Molossus sp. Molossus sp. Molossus sp. Myotis albescens Myotis nigricans Myotis chiloensis Myotis oxyotus Myotis nigricans Myotis nigricans Myotis albescens Myotis nigricans Promops sp. Diclidurus virgo Phylloderma stenops Carollia perspicillata Carollia subrufa Carollia brevicauda Mexico: Oaxaca: VA mi. N San Jose Chacalapa Nicaragua: Bluefields: 6 mi. W Rama, 50 ft. Costa Rica: Puntarenas: 9 mi. ENE Puerto Golfito Honduras: Tegucigalpa: 12 mi. N Tegucigalpa 2800 ft. Mexico: Veracruz: 2 km. SE Sontecomapan Ecuador: Loja: 15 mi. N Catacocha, 2000 ft. Peru: Piura: 4 mi. W Suyo Ecuador: El Oro: Portovelo, 2800 ft., Da mi. S Zaruma Ecuador: El Oro: Portovelo, 2800 ft.. Da mi. S Zaruma Ecuador: El Oro: Portovelo, 2800 ft. 136 mi. S Zaruma Ecuador: El Oro: Portovelo, 2800 ft. l?a mi. S Zaruma Colombia: Bolivar: 5 mi. E Sincelejo Ecuador: Napo Pastaza: 8 mi. WNW Puyo, 3800 ft. Ecuador: Napo Pastaza: 8 mi. WNW Puyo, 3800 ft. Peru: San Martin: Previsto, 1500 ft., 25 km. W Aguaytia Peru: Huanuco: 2 mi. N Tingo Maria Ecuador: Napo Pastaza: 8 mi. WNW Puyo Peru: Huanuco: 19 mi. S Tingo Maria Ecuador: El Oro: Mina Miranda, 1 mi. N Zaruma, 4600 ft. Ecuador: Napo Pastaza: 8 mi. WNW Puyo, 3800 ft. Ecuador: Loja: 15 mi. N Catacocha Colombia: Fopayan, Cauca Peru; Loreto; 11 mi. SE Pucallpa Peru: Loreto: 11 mi. SE Pucallpa Peru: Loreto: 61 mi. SE Pucallpa, 500 ft. Ecuador: Napo Pastaza: Shell-Mera, 3800 ft., 4 mi., W Puyo Peru: Huanuco: 19 mi. S Tingo Maria, 2800 ft. Ecuador: El Oro: Portovelo, 2800 ft., VA mi. S Zaruma Peru: Huanuco: 19 mi. S Tingo Maria, 2800 ft. Ecuador; El Oro: 9 mi. S Zaruma, 2000 ft. Ecuador: Carchi: Gruta Rumichaca, 2 mi. E La Paz, 8700 ft. Peru: Huanuco: 9 mi. S Huanuco, 7200 ft. Colombia: Valle: 6 mi. N Palmira Peru: Huanuco: 19 mi. S Tingo Maria, 2800 ft. Peru: Piura: 4 mi. W Suyo, 1000 ft. Peru: Piura: 4 mi. W Suyo, 1000 ft. Peru: Piura: Suyo 1000 ft. Honduras: 12 mi. N San Pedro Sula Mexico: Chiapas: 10 mi. W Mai Faso, 400 ft. Mexico: Chiapas: 16 mi. NW Palenque, 100 ft. Mexico: Oaxaca; 4 mi. E Tapanatepec Mexico: Chiapas: 16 mi. NW Palenque, 100 ft.",55014394,15,1978,Internet Archive,cataloguetypesp15cart,Museum of Texas Tech University,English,http://biodiversitylibrary.org/permissions,In copyright. Digitized with the permission of the rights holder.
Phyllostomus discolor,"Carrera et al.-Bats of Western Ecuador Phylloderma stenops Peters 1865 (Plate IE) Specimens collected (4 ).-Estacion Experimen tal La Chiquita (2), banana plantation near San Lorenzo (1), and Bosque Petrificado de Puyango (1). Remarks. -This species was known from the western side of the Andes based on three previous records from Esmeraldas and Pichincha Provinces (Castro and Nolivos 1998; Trujillo and Albuja 2005). Our record from Bosque Petrificado de Puyango con siderably extends the range of this species to the south in western Ecuador. There was considerable color variation within our sample of R stenops', specimens were gray-brown in San Lorenzo and Estacion Experi mental La Chiquita, but the specimen from Puyango was lighter in color. The subspecies recognized for Ecuadorian populations isP. s. stenops W. Peters 1865 (Williams and Genoways 2008 ). Phyllostomus discolor Wagner 1843 Specimens collected (22 , 35c?).-Banana plan tation near San Lorenzo (5), La Guarapera (5), San Francisco de Bogota (4), Reserva Ecologica Manglares Churute (3), Isla Puna (19), Fuerte Militar Aremllas (3), Cerro Chiche (16), and Zaruma (2). Remarks.-Phyllostomus discolor is abundant in the northern humid forests on both sides of the Andes (Albuja 1999; Albuja and Mena-Valenzuela 2004; Tirira 2007). Phyllostomus discolor was common in our sample and was collected in primary forest, dis turbed forest, and fruit plantations and was observed roosting inside an abandoned house on Isla Puna. Our specimens from El Oro Province extend the southern geographic range of this species on the western side of the Andes in Ecuador. Phyllostomus elongatus (E. Geoffroy 1810) Specimens collected (15 , lie?)--Estacion Experimental La Chiquita (5), La Guarapera (5), and San Francisco de Bogota (16). Remarks. -Specimens from San Francisco de Bogota were collected from a roost inside a culvert, 2 15 km outside the village limits. Albuja (1999) lists 22 specimens from Esmeraldas. P. elongatus is common on both sides of the Andes. Phyllostomus hastatus (Pallas 1767) Specimens collected (16 , 26c? s 1 undet.).-Est acion Experimental La Chiquita (3), banana plantation near San Lorenzo (8), La Guarapera (7), San Francisco de Bogota (18), and Reserva Ecologica Manglares Churute (7). Remarks. -Santos et al. (2003) included all Ecua dorian populations in the subspecies P. h. pancimensis J. A. Allen (1904) with the type locality in Chiriqui, Panama. However, Williams and Genoways (2008 ) restricted the South American distribution of this subspecies to the western side of the Andes Mountains and north and west of Lake Maracaibo in Venezuela. Tonatia saurophila Koopman and Williams 1951 Specimens collected (10 , 10c?).-Mataje (3), Estacion Experimental La Chiquita (7), La Guarapera (1), and San Francisco de Bogota (9). Remarks. -Molecular analyses using cyto chrome-6 gene sequence data showed that T. saurophila populations from western Ecuador were genetically distinct, diverging from populations in Bolivia and Guyana (Baker et al. 2004). The most appropriate name for these western populations would be T. s. bakeri from Darien, Panama (Williams et al. 1995). Our specimens were collected in primary and secondary forests. Tribe Vampyrini Chrotopterus auritus (Peters 1856) Specimens collected (lc?)--Reserva Ecologica Manglares Churute (1). Remarks .-With a previous record from Machalilla National Park in the Manabi Province (Albuja and Munoz 2000), our specimen constitutes the second record from western Ecuador and extends the southern limit of the range of C. auritus to Guayas Province. Pacheco et al. (2007) reported the first record of this",55062902,57,2010,Internet Archive,batstropicallow57carr,Museum of Texas Tech University,English,http://biodiversitylibrary.org/permissions,In copyright. Digitized with the permission of the rights holder.
Phyllostomus discolor,"Species Disorder N individuals Location Reference Artibeus cinereus Albinism 1d flyway Oliveira and Aguiar 2008 Artibeus concolor Piebaldism 1d flyway Zortéa and Silva 2018 Artibeus jamaicensis Albinism 1? tree Uieda 2000 Artibeus planirostris Albinism 1 Uieda 2000 Artibeus lituratus Piebaldism 1d flyway Souza et al. 2013 Carollia perspicillata Piebaldism 19 cave Rocha et al. 2013 Carollia perspicillata Albinism 19 flyway Falcao 2014 Carollia perspicillata Piebaldism 19 flyway Zortéa and Silva 2018 Carollia perspicillata Albinism 1? tunnel Rosa et al. 2017 Dermanura cinerea Albinism 1? Oliveira and Aguiar 2008 Desmodus rotundus Albinism 26,19, 12 1 cave, 1 flyway, 1? Uieda 2000, 2001 Desmodus rotundus Albinism 138 cave UVieda 2000, 2001 Desmodus rotundus Albinism 1? flyway Moreira et al. 1992 Eumops glaucinus Albinism 1d Sodré et al. 2004 Gardnerycteris crenulatum Albinism 1 flyway Zortéa and Silva 2018 Molossus molossus Albinism 1 hollow tree Veiga and Oliveira 1995 Molossus molossus Albinism 19 hollow tree Uieda 2000 Molossus molossus Albinism 19 flyway Nascimento et al. 2018 Myotis levis Albinism 1g: Miranda et al. 2012 Nyctinomops laticaudatus Piebaldism 26,32 building Geiger and Pacheco 2006 Peropteryx kappleri Albinism 13 cave Present data Peropteryx kappleri Albinism 1 young cave Present data Phyllostomus discolor Piebaldism 19 flyway Treitler et al. 2013 Tadarida brasiliensis Piebaldism 1? Zortéa and Silva 2018 Tonatia saurophila Piebaldism 1? flyway Zortéa and Silva 2018",64284370,30,2019,Virtual Item,vi211047v30201920250323011001,Pensoft Publishers,English,https://biodiversitylibrary.org/permissions,In copyright. Digitized with the permission of the rights holder.
Phyllostomus discolor,"The albino bats were observed in 2016 and 2017 in two caves located in FLONACarajas; one in a cave in the municipality Parauapebas and the other in the municipality of Canaa dos Carajas, both in the state of Para, Brazil . The first observation was made on 04 September 2016 and was of an adult male P kappleri found in cave PESE--0004 (06 06'19.22""S; 50 09'5.96""W) (forearm measurement; 47,5 cm). The second observation was made on 23 October 2017 and was of a young P kappleri found in cave S11D--0007 (06 24'06.42""S, 50 21'06.09""W) (no measurements were made).",64284370,30,2019,Virtual Item,vi211047v30201920250323011001,Pensoft Publishers,English,https://biodiversitylibrary.org/permissions,In copyright. Digitized with the permission of the rights holder.
Phyllostomus discolor,"The specimens were observed hanging on walls inside the caves and last than 5 metres from the entrance. The adult male was solitary, while the juvenile was close to other conspecific individuals with normal coloration. Both individuals had complete albinsm, including reddish eyes, which are typical features of albinism . Aside from the obvious morphological differences of albino bats (i.e., coloration), no other differences were observed for the individuals during the brief period during which they were observed in the field (not more than 30 minutes), not even in their behavior. The observed individuals were not euthanized since the legal authorization of the research only permitted the capture of bats for purposes of identification, with the collection of specimens be-",64284370,30,2019,Virtual Item,vi211047v30201920250323011001,Pensoft Publishers,English,https://biodiversitylibrary.org/permissions,In copyright. Digitized with the permission of the rights holder.
Phyllostomus discolor,"1981 Mares et al. Brazilian Mammals 99 sition. Stands with many trees, few shrubs and little grass are herein referred to as Cerradao. The Cerradao is composed of larger trees which form a more or less continuous canopy between 12 and 17 m high, and the trees do not have the twisted appearance characteristic of the Cerrado. Tree density is much greater in the Cerradao than in the Cerrado. The understory may vary considerably from quite dense to sparse; in either case however, shrubs less than 1 m in height and grasses are quite rare. Mammals of the Cerradao portion of the Chapada are as follows: Didelphis albiventris (A) Artibeus jamaicensis (A) Saccopteryx bilineata (R) Desmodus rotundus (R) Noctilio leporinus (R) Myotis nigricans (R-C) Pteronotus davyi (R) Eptesicus brasiliensis (R) Micronycteris sp. (R) Lasiurus borealis (R) Micronycteris minuta (R) Molossops temminckii (R) Phyllostomus discolor (A) Tadarida sp. (R) Phyllostomus hastatus (A) Molossus molossus (R-C) Glossophaga soricina (A) Callithrix jacchus (R-C) Anoura geoffroyi (A) Euphractus sexcinctus (U) Carollia perspicillata (A) Dasyprocta prymnolopha (C) Sturnira lilium (R-C) Proechimys sp. (U) Vampyrops lineatus (A) Cerdocyon thous (C) Artibeus concolor (R) Felis concolor (U) Artibeus lituratus (A) Mazama gouazoubira (R-C) IV. Cerrado-Caatingas Contact Zone The area around Valenga do Piaui, Piaui, was chosen as a Caatingas-Cerrado contact zone because it had been previously used by Vanzolini (1976) in his analysis of the herpetofauna of the Caatingas and Cerrado of Brasil. Vanzolini discussed the flora and geomorphology of the area in some detail; it is sufficient here to point out that the area contains a number of contact zones between Caatingas and Cerrado habitats (that is, Cerrado without Caatingas enclaves, Cerrado with Caatingas enclaves at upper elevational limits, and Cerrado with Caatingas enclaves at the lower elevational limits). The total amount of time spent in the area of Valen a do Piaui was limited, hence the absence of a species from the collection is not indicative of its absence from the area. More intensive field work is required to substantiate the abundance and distribution of mammals in these contact zones. Mammals whose occurrence in this region we were able to document include: Monodelphis domestica (U) Lasiurus ega (U) Didelphis albiventris (U) Molossops abrasus (U) Pteronotus davyi (U) Molossus ater (U) Pteronotus parnellii (U) Molossus molossus (U) Pteronotus personatus (U) Eumops sp. (U) Phyllostomus discolor (U) Kerodon rupestris (U) Lonchorhina aurita (U) Galea spixii (U) Glossophaga soricina (U) Thrichomys apereoides (U) Artibeus jamaicensis (U) V. Humid Forest The plant community along the base of the Chapada do Araripe in the Municipality of Crato, Ceara, may be classified as a humid forest. The forest forms an irregular band",52334845,50,1981,Internet Archive,annalsofcarnegi501981carn,Smithsonian Libraries and Archives,English,https://www.biodiversitylibrary.org/permissions/,In Copyright. Digitized with the permission of the rights holder
Phyllostomus discolor,"BIOLOGY OF THE PHYLLOSTOMATIDAE 139 KX KK XX XX xx UK MX XX xk "" K . Plate 10.-Karyotype of a male Phylloderma stenops from Colombia. !i M X KJI MS K l XX KX X XX X X. Plate 11.-Karyotype of a male Phyllostomus discolor from Trinidad. MM (tamii XX XX XX XA XX XX x n Plate 12.-Karyotype of a female Phyllostomus elongatus from Colombia.",56534637,,,Internet Archive,specialpublicati1619texa,"Harvard University, Museum of Comparative Zoology, Ernst Mayr Library",English,http://biodiversitylibrary.org/permissions,In copyright. Digitized with the permission of the rights holder.
Phyllostomus discolor,"162 SPECIAL PUBLICATIONS MUSEUM TEXAS TECH UNIVERSITY Table 3.Alleles and frequencies (in parentheses ) at 16 gene loci in Species Locality 1 N GPD Alb GOT-1 GOT-2 IDH-1 1DH-2 IPO Phyllostomatidae Ametrida centurio 5 1 75(1.00) 105.5(1.00) 83(1.00 -100(1.00) 800.00) -67(1.00) 1000.00) Artibeus cinereus 1 6 100(0.92) 62(0.08) 102(0.92) 101(0.08) 56( 1.00) -94(1.00) 87(1.00) -67(1.00) 2000.00) 4 7 100(0.86) 62(0.14) 102(0.72) 101(0.21) 103(0.07) 56(1.00) -94(1.00) 87(1.00) -67(1.00) 200(0.79) 100(0.21) Artibeus jamaicensis I 9 100(1.00) 100(0.56) 103(0.27) 101(0.17) 100(1.00) -1000.00) 100(0.50) 87(0.50) -100(1.00) 1000.00) 2 30 100(0.98) 123(0.02) 100(0.48) 103(0.32) 101(0.20) 100(0.98) 56(0.02) -1000.00) 87(0.57) 100(0.43) 100(1.00) 100(0.93) 50(0.07) 3 10 100(1.00) 100(0.50) 103(0.45) 101(0.05) 100(0.90) 56(0.10) -100(1.00) 100(0.50) 87(0.50) -100(1.00) 100(0.95) 50(0.05) 4 4 100(1.00) 100(0.67) 103(0.16) 101(0.16) 100(1.00) -1000.00) 100(0.62) 87(0.38) -100(1.00) 1000.00) 5 4 100(1.00) 100(0.50) 101(0.38) 103(0.12) 100(1.00) -1000.00) 100(0.62) 87(0.38) 100(1.00) 1000.00) Artibeus lituratus 1, 2, 3, 5 7 100(0.86 62(0.14) 103(0.93) 100(0.07) 100(0.93) 56(0.07) -94(1.00) 87(1.00) -67(1.00) 2000.00) Chiroderma villosuni 5 3 100(0.67) 123(0.33) 106(1.00) 111(0.67) 61(0.33) -94(1.00) 87(1.00) -67(1.00) 1000.00) Sturnira (Species A ) 1, 3 2 108(1.00) 98(1.00) 56(1.00) -1000.00) 50(1.00) -100(1.00) 1000.00) Uroderma bilob at um 3, 4, 5 5 123(1.00) 106(1.00) 56(1.00) -500.00) 80(0.60) 100(0.40) -67(1.00) 1000.00) Vampryrops helleri 1, 3, 4 8 108(1.00) 100.5(1.00) 56(1.00) -94(1.00) 87(1.00) -67(1.00) 200(0.94) 100(0.06) Carollia perspicillata 1 30 123(0.73) 146(0.24) 108(0.03) 105(0.98) 104.5(0.02) 136(0.97) 100(0.03) -100(0.90) -50(0.10) 67(1.00) -67(1.00) -30(1.00) 3 5 123(0.80) 146(0.20) 105(1.00) 136(0.90) 100(0.10) -100(0.60) 50(0.40) 67(1.00) -67(1.00) -30(1.00) 4 10 123(0.75) 108(0.15) 146(0.10) 105(0.95) 100(0.05) 136(0.85) 100(0.15) -1000.00) 67(1.00) -67(1.00) -300.00) 5 12 123(0.88) 146(0.08) 108(0.04) 105(0.88) 104.5(0.08) 100(0.04) 136(1.00) -100(0.96) -50(0.04) 67(1.00) -67(1.00) -300.00) Phyllostomus discolor 3 1 123(1.00) 104.5(1.00) 100(1.00) -125(1.00) 77(0.50) 60(0.50) -135(1.00) 900.00) Phyllostomus hast at us 1, 3 2 123(1.00) 104(1.00) 17(1.00) -125(1.00) 70(1.00) -133(1.00) 900.00) Glossophaga soricina 1, 4, 5 5 108(0.90) 123(0.10) 107(1.00) 56(1.00) -50(1.00) 87(1.00) -67(1.00) -25(1.00) 3 14 108(0.65) 123(0.35) 107(1.00) 56(1.00) -500.00) 87(1.00) -67(1.00) -25(1.00) Anoura geoffroyi 6 30 169(1.00) 101(1.00) 66(1.00) -94(1.00) 87(0.94) 90(0.03) 77(0.03) -67(1.00) 150(0.97) 250(0.03) Desmodus rotundus 2. 4 4 123(1.00) 107(1.00) 56(1.00) -31(1.00) 60(1.00) -67(1.00) -25(1.00) Molossidae Molossus molossus 2 30 177(1.00) 104.1(1.00) 63(1.00) -50(1.00) 73(1.00) -133(1.00) 75(1.00) Natal idae Natalus 6 30 100(1.00) 99(0.52) 99.5(0.48) 5(1.00) -97(1.00) 73(1.00) -133(1.00) -200(1.00) 1. Locality designations are: 1, Las Cuevas, St. George Co.; 2, Maracas Valley, 2 mi. N (by road) St. Joseph, St. George Co.; 3, Guayaguayare, Mayaro Co.; 4, Maracas Valley, 12 mi. N (by road) St. Joseph, St. George Co.; 5, 2 mi. E, 3 mi. S San Raphael, St. George Co.; 6, Tamana Cave, St. Andrew Co.",56534660,,,Internet Archive,specialpublicati1619texa,"Harvard University, Museum of Comparative Zoology, Ernst Mayr Library",English,http://biodiversitylibrary.org/permissions,In copyright. Digitized with the permission of the rights holder.
Phyllostomus discolor,"208 SPECIAL PUBLICATIONS MUSEUM TEXAS TECH UNIVERSITY The stomach in Tonatia varies somewhat from those previously mentioned, and that of Tonatia minuta varies intraspecifically. For example, the stomach of T. minuta may have a poorly developed fundic caecum. Additionally, the pyloric tube is bent at a right angle to the general orientation of the stomach, as observed in T. bidens (Fig. lc), or it may more closely approximate the simple, symmetrical configuration found in species of Micronycteris. The esophageal entrance is located about midway along the lesser curvature. The pyloric tube in Chrotopterus auritus differs from that in species of Micronycteris only in being relatively longer. The stomach of Phylloderma stenops (Fig. le) is more globular than those of other phyllostomatines, but otherwise it does not differ substantially from those found in species of Micronycteris. The stomach of Trachops is Micronycterislike but still is more tubular, and the lesser and greater curvatures are nearly parallel. The stomachs of several other phyllostomatines differ more distinctively from the Micronycterislike configuration. For example, in Phyllostomus discolor (Fig. Id) and P. hastatus the fundic caecum is well developed and often is dilated at its terminus. The pyloric portion is distinctively elongated and sometimes there is a prominent constriction in front of the gastroduodenal junction. A small, but perceptable cardiac vestibule occurs between the lesser curvature and the gastroesophageal junction. Although this vestibule is not nearly so expansive as that in some frugivores, it nevertheless is more distinctive than that of phyllostomatines described above. The stomach of P. hastatus generally resembles that of P. discolor , except for its considerably larger size. The greater and lesser curvatures are nearly parallel in both species. The stomach of Vampyrum spectrum (Fig. If), a carnivore that often feeds on other bats (see Rouk, 1973), is noticeably pearshaped with a moderately developed fundic caecum and a long, well differentiated pyloric tube. A cardiac vestibule is lacking and the lesser curvature is longer than in other phyllosto matines. This is because the pyloric tube exits to the side (right side of the body) with only very slight anterior recurvature of the terminal portion of the stomach. The stomach of this species, with its straight pyloric tube, has a strong resemblance to those of many species of the Insectivora (see Allison, 1948; Myrcha, 1967). Simplicity of stomach form is evident in the Phyllostomatinae. Some elongation of the pyloric portion, along with some dilation of the caecum also, is evident in comparison with stomachs of insectivorous bats of other families. These slight modifications likely are associated with increased volume of food ingested. Glossophaginae The stomach of Glossophaga soricina is large and saccular. Although its diet includes insects along with nectar, pollen, and fruit, the stomach is decidedly more specialized than that of any of the Phyllostomatinae, including the omnivorous Phyllostomus discolor. The fundic caecum in G. soricina is dilated and bulbar. The caecum can be distinguished from the remainder of the stomach by a distinctive furrow or sulcus on the dorsal surface. The stomach is curved in both frontal and transverse",56534706,,,Internet Archive,specialpublicati1619texa,"Harvard University, Museum of Comparative Zoology, Ernst Mayr Library",English,http://biodiversitylibrary.org/permissions,In copyright. Digitized with the permission of the rights holder.
Phyllostomus discolor,"568 Annals of the Missouri Botanical Garden TABLE 5. Average volume and solute concentration of nectar for five Bauhinia species. TS Total volume of nectar (ml flower) Solute concentration ( ) Section Species Range X SD Range X SD Pauletia (trees) B. aculeata 3.96-5.81 5.03 0.95 12.0-28.0 19.35 4.85 B. multinervia 60.37-138.01 102.42 36.41 16.4-21.0 19.34 1.62 B. pauletia 14.18-87.44 41.32 37.12 13.0-18.0 16.23 2.07 Tylotaea (lianas) . glabra 0.24 m 30.00 В. rutilans 1.06-2.36 1.88 0.57 26.0-30.0 28.25 1.81 terflies, and phyllostomatid bats were observed on B. multinervia and B. pauletia flowers. Phyllostomus discolor and Glossophaga soricina bats were considered effective pollinators because they carried pollen on their heads and bodies (Table 4). During the day, the flowers of B. multinervia and B. pauletia were visited by butterflies, wasps, and hummingbirds, though there was little nectar and pollen. In addition, B. multinervia was visited beween 0530 and 0800 hours by Phaethornis aguti (Trochilidae) to take nectar of open flowers from the previous night. A different behavior was shown for Bauhinia aculeata (sect. Pauletia): during the night, flowers were visited by Sphingidae (Eumorpha labruscae and FK. vitis) and infrequently by Noctuidae. Butterflies, wasps, bees, and hummingbirds were abundant during the day. The bees, Xylocopa (Neoxylocopa) sp., Apis mellifera, Eulaema speciosa, and several species of Pieridae (e.g., Anteos clorindae, Ganyra menciae) carried pollen of В. aculeata. These insects inserted their heads inside the flower and imbibed nectar. The hummingbird Chrysolampis mosquitus took nectar from the flower in the morning between 0600 and 0730 hours and at dusk between 1600 and 1830 hours. The species of sect. Tylotaea have comparatively small flowers, which were visited by a great variety of bees, wasps, butterflies, and hummingbirds during the time of stigma receptivity (Table 4). Bauhinia glabra was visited by Apis mellifera and Pseudaugochloropsis sp. These insects arrived at the flowers posing on the inferior and lateral petals, introducing their body into the flower, while Bombus sp. inserts only its head into the flower. The most frequent visits were by А. mellifera and Bombus sp. during the morning. Bauhinia guianensis was visited by Xylocopa sp. and Synoeca surinama in the morning and afternoon. These bees carried pollen on the legs and head. A species of butterflies (astra insignis, Hesperiidae) took nectar about noon, but it was not a pollinator. In addition, one unidentified hummingbird was observed for a long time visiting the flowers. Bauhinia rutilans was visited by bees, wasps, and hummingbirds; Xylocopa sp. and BomLE 6. Proportion of organic compounds in nectar of six Bauhinia species (arrows indicate temporary trends TAB after anthesis). Section Species Amino acids' Phenols Alkaloids Proteins Pauletia (trees) B. aculeata tr slightly ND B. multinervia 5 10 Мр їг В. рашейа з--7 гэ Мр Мр B. ungulata 6 tr ND ND Tylotaea (lianas) B. glabra 6 10 ND tr В. rutilans 2T кок RE slightly tr traces; suggests piae lodi the night; ND not detected; ' scale from 1 to 10 of relative quantities; moderate; abur",28001063,77,1980,Internet Archive,mobot31753003566418,"Missouri Botanical Garden, Peter H. Raven Library",English,https://biodiversitylibrary.org/permissions,In copyright. Digitized with the permission of the rights holder.
Phyllostomus discolor,"JONES ET AL-BATS OF MEXICO AND CEN I RAF AMERICA 9 Phyllostomus discolor Wagner, 1843 Distribution. -Southern Mexico (Oaxaca, Veracruz) southeastward into South America. Systematics. P. d. verrucosus is the subspecies occurring in Middle America. However, Power and Tamsitt (1973) suggested that this species may be monotypic. Phyllostomus hastatus (Pallas, 1767) Distribution. -Honduras southeastward into South America. Systematics. -The one Middle American subspecies is P. h. panamensis. Phylloderma stenops Peters, 1865 Distribution. -Known in Middle America only from Chiapas, Belize, Honduras, Costa Rica, and Panama into South America. Systematics. -Two subspecies are recognized (Handley, 1966), stenops (Costa Rica and Panama into South America) and septentrionalis (Chiapas to Honduras). Trachops cirrhosus (Spix, 1823) Distribution. -Southern Mexico (Oaxaca, Veracruz, Yucatan Peninsula) southeastward into South America. Systematics .-Two of the three nominal subspecies are known from Middle America, cirrhosus (Costa Rica southeastward) and coffini (Mexico to Nicaragua). Chrotopterus auritus (Peters, 1856) Distribution. -Southern Mexico (Oaxaca, Veracruz, Yucatan Peninsula) southeastward into South America. Systematics .-The one Middle American subspecies is C. a. auritus. Handley (1966) doubted that geographic races should be recognized in this species. Vampynim spectrum (Linnaeus, 1758) Distribution .-Southern Mexico (Veracruz) southeastward into South America. Systematics .-According to Husson (1962) and Handley (1966), V. spectrum is a monotypic species. Some recent authors, however, have continued to recognize the subspecies nelsoni as occurring from Colombia northwestward to Mexico.",55630888,,,Internet Archive,occasionalpapers4719texa,"Harvard University, Museum of Comparative Zoology, Ernst Mayr Library",English,http://biodiversitylibrary.org/permissions,In copyright. Digitized with the permission of the rights holder.
